id,datetime,latitude,longitude,depth_km,magnitude,location,month,year
27 March 2022 - 07:03 AM-8.4200-126.7800-2.6,27 March 2022 - 07:03 AM,8.42,126.78,1,2.6,049  km N 83° E of Hinatuan (Surigao Del Sur),March,2022
27 March 2022 - 06:58 AM-13.6400-120.6500-2.0,27 March 2022 - 06:58 AM,13.64,120.65,106,2.0,022  km S 04° E of Calatagan (Batangas),March,2022
27 March 2022 - 06:06 AM-14.1900-119.2800-3.0,27 March 2022 - 06:06 AM,14.19,119.28,17,3.0,098  km N 68° W of Lubang (Occidental Mindoro),March,2022
27 March 2022 - 05:30 AM-10.5600-124.5800-1.9,27 March 2022 - 05:30 AM,10.56,124.58,1,1.9,014  km S 54° E of Tudela (Cebu),March,2022
27 March 2022 - 04:56 AM-9.2800-123.2100-3.2,27 March 2022 - 04:56 AM,9.28,123.21,4,3.2,004  km S 86° W of Valencia (Negros Oriental),March,2022
27 March 2022 - 04:18 AM-14.1200-119.1100-2.2,27 March 2022 - 04:18 AM,14.12,119.11,29,2.2,113  km N 75° W of Lubang (Occidental Mindoro),March,2022
27 March 2022 - 03:43 AM-14.1800-119.1800-2.6,27 March 2022 - 03:43 AM,14.18,119.18,26,2.6,107  km N 71° W of Lubang (Occidental Mindoro),March,2022
27 March 2022 - 03:11 AM-14.1600-119.0900-2.8,27 March 2022 - 03:11 AM,14.16,119.09,33,2.8,117  km N 73° W of Lubang (Occidental Mindoro),March,2022
27 March 2022 - 02:51 AM-4.7700-125.2800-3.7,27 March 2022 - 02:51 AM,4.77,125.28,177,3.7,075  km S 12° W of Balut Island (Municipality Of Sarangani) (Davao Occidental),March,2022
27 March 2022 - 01:57 AM-20.5500-122.3800-4.4,27 March 2022 - 01:57 AM,20.55,122.38,8,4.4,044  km N 77° E of Basco (Batanes),March,2022
27 March 2022 - 12:01 AM-14.0800-119.1400-2.9,27 March 2022 - 12:01 AM,14.08,119.14,34,2.9,109  km N 77° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 11:23 PM-14.3100-119.1100-1.9,26 March 2022 - 11:23 PM,14.31,119.11,34,1.9,120  km N 66° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 10:00 PM-20.6400-122.2700-3.1,26 March 2022 - 10:00 PM,20.64,122.27,14,3.1,038  km N 55° E of Basco (Batanes),March,2022
26 March 2022 - 09:58 PM-20.5700-122.2400-2.9,26 March 2022 - 09:58 PM,20.57,122.24,14,2.9,031  km N 64° E of Basco (Batanes),March,2022
26 March 2022 - 09:53 PM-20.5400-122.2400-5.2,26 March 2022 - 09:53 PM,20.54,122.24,14,5.2,030  km N 71° E of Basco (Batanes),March,2022
26 March 2022 - 09:20 PM-14.2400-118.9600-2.2,26 March 2022 - 09:20 PM,14.24,118.96,37,2.2,132  km N 71° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 09:05 PM-13.7000-120.6500-2.0,26 March 2022 - 09:05 PM,13.7,120.65,105,2.0,015  km S 09° E of Calatagan (Batangas),March,2022
26 March 2022 - 08:05 PM-12.7200-121.9700-2.1,26 March 2022 - 08:05 PM,12.72,121.97,11,2.1,016  km N 45° W of Calatrava (Romblon),March,2022
26 March 2022 - 06:39 PM-14.1900-119.1600-2.5,26 March 2022 - 06:39 PM,14.19,119.16,35,2.5,110  km N 71° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 06:29 PM-13.6300-120.4500-2.1,26 March 2022 - 06:29 PM,13.63,120.45,1,2.1,023  km S 64° E of Looc (Occidental Mindoro),March,2022
26 March 2022 - 06:18 PM-9.2200-123.1700-3.0,26 March 2022 - 06:18 PM,9.22,123.17,11,3.0,011  km S 51° W of Valencia (Negros Oriental),March,2022
26 March 2022 - 05:59 PM-14.2300-119.0500-2.1,26 March 2022 - 05:59 PM,14.23,119.05,28,2.1,123  km N 71° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 05:49 PM-14.2800-119.0700-2.3,26 March 2022 - 05:49 PM,14.28,119.07,15,2.3,123  km N 68° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 05:31 PM-9.7300-124.1300-3.4,26 March 2022 - 05:31 PM,9.73,124.13,11,3.4,004  km N 42° E of Bilar (Bohol),March,2022
26 March 2022 - 05:20 PM-13.8000-120.2900-1.7,26 March 2022 - 05:20 PM,13.8,120.29,31,1.7,010  km N 21° E of Looc (Occidental Mindoro),March,2022
26 March 2022 - 05:16 PM-14.1900-119.1500-3.6,26 March 2022 - 05:16 PM,14.19,119.15,29,3.6,111  km N 71° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 05:08 PM-14.2600-119.1800-2.4,26 March 2022 - 05:08 PM,14.26,119.18,33,2.4,112  km N 67° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 05:03 PM-14.1600-123.9000-2.7,26 March 2022 - 05:03 PM,14.16,123.9,18,2.7,032  km N 66° W of Pandan (Catanduanes),March,2022
26 March 2022 - 04:48 PM-14.3000-119.1000-2.1,26 March 2022 - 04:48 PM,14.3,119.1,15,2.1,121  km N 66° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 12:01 PM-3.7200-126.8400-4.6,26 March 2022 - 12:01 PM,3.72,126.84,130,4.6,245  km S 40° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),March,2022
26 March 2022 - 11:52 AM-14.5100-119.6600-2.8,26 March 2022 - 11:52 AM,14.51,119.66,15,2.8,068  km S 74° W of Morong (Bataan),March,2022
26 March 2022 - 06:37 AM-17.3800-122.0400-2.1,26 March 2022 - 06:37 AM,17.38,122.04,27,2.1,021  km S 87° W of Maconacon (Isabela),March,2022
26 March 2022 - 06:30 AM-9.3000-125.5800-3.0,26 March 2022 - 06:30 AM,9.3,125.58,1,3.0,004  km N 35° E of Santiago (Agusan Del Norte),March,2022
26 March 2022 - 06:29 AM-14.1200-120.3800-1.8,26 March 2022 - 06:29 AM,14.12,120.38,79,1.8,028  km N 79° W of Nasugbu (Batangas),March,2022
26 March 2022 - 06:17 AM-15.9400-120.0300-2.1,26 March 2022 - 06:17 AM,15.94,120.03,10,2.1,015  km S 26° W of Sual (Pangasinan),March,2022
26 March 2022 - 05:53 AM-13.4900-120.3500-1.7,26 March 2022 - 05:53 AM,13.49,120.35,5,1.7,015  km N 55° W of Paluan (Occidental Mindoro),March,2022
26 March 2022 - 04:51 AM-13.9300-119.2000-2.4,26 March 2022 - 04:51 AM,13.93,119.2,32,2.4,100  km N 85° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 04:11 AM-7.7800-122.1000-2.2,26 March 2022 - 04:11 AM,7.78,122.1,30,2.2,006  km S 57° W of Baliguian (Zamboanga Del Norte),March,2022
26 March 2022 - 03:14 AM-14.0100-120.4900-2.4,26 March 2022 - 03:14 AM,14.01,120.49,115,2.4,017  km S 65° W of Nasugbu (Batangas),March,2022
26 March 2022 - 03:11 AM-13.8700-119.3000-2.6,26 March 2022 - 03:11 AM,13.87,119.3,27,2.6,089  km N 90° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 02:33 AM-14.1200-119.2100-2.4,26 March 2022 - 02:33 AM,14.12,119.21,31,2.4,103  km N 74° W of Lubang (Occidental Mindoro),March,2022
26 March 2022 - 02:03 AM-9.9400-126.3500-2.8,26 March 2022 - 02:03 AM,9.94,126.35,1,2.8,028  km N 51° E of General Luna (Surigao Del Norte),March,2022
26 March 2022 - 01:55 AM-13.6200-120.2800-2.2,26 March 2022 - 01:55 AM,13.62,120.28,33,2.2,011  km S 18° E of Looc (Occidental Mindoro),March,2022
26 March 2022 - 01:49 AM-13.4100-120.3200-2.6,26 March 2022 - 01:49 AM,13.41,120.32,3,2.6,016  km S 88° W of Paluan (Occidental Mindoro),March,2022
26 March 2022 - 01:43 AM-13.9800-120.5700-2.0,26 March 2022 - 01:43 AM,13.98,120.57,9,2.0,012  km S 34° W of Nasugbu (Batangas),March,2022
26 March 2022 - 01:20 AM-12.9300-121.1300-2.2,26 March 2022 - 01:20 AM,12.93,121.13,46,2.2,031  km S 32° W of Victoria (Oriental Mindoro),March,2022
26 March 2022 - 01:09 AM-7.0700-125.2000-2.5,26 March 2022 - 01:09 AM,7.07,125.2,20,2.5,009  km S 66° E of Magpet (Cotabato),March,2022
26 March 2022 - 12:32 AM-13.4300-120.3000-2.1,26 March 2022 - 12:32 AM,13.43,120.3,10,2.1,018  km N 87° W of Paluan (Occidental Mindoro),March,2022
26 March 2022 - 12:26 AM-13.4400-120.3500-2.8,26 March 2022 - 12:26 AM,13.44,120.35,1,2.8,013  km N 80° W of Paluan (Occidental Mindoro),March,2022
26 March 2022 - 12:02 AM-11.1000-124.7000-2.4,26 March 2022 - 12:02 AM,11.1,124.7,11,2.4,018  km S 59° E of Kananga (Leyte),March,2022
25 March 2022 - 11:28 PM-9.8900-124.1800-2.1,25 March 2022 - 11:28 PM,9.89,124.18,31,2.1,008  km N 13° W of Carmen (Bohol),March,2022
25 March 2022 - 11:19 PM-13.6000-120.2700-2.1,25 March 2022 - 11:19 PM,13.6,120.27,34,2.1,013  km S 10° E of Looc (Occidental Mindoro),March,2022
25 March 2022 - 11:12 PM-13.3900-120.3100-4.2,25 March 2022 - 11:12 PM,13.39,120.31,5,4.2,017  km S 79° W of Paluan (Occidental Mindoro),March,2022
25 March 2022 - 11:03 PM-7.6300-124.8000-2.5,25 March 2022 - 11:03 PM,7.63,124.8,7,2.5,008  km S 82° E of Wao (Lanao Del Sur),March,2022
25 March 2022 - 10:00 PM-14.1300-119.6400-2.5,25 March 2022 - 10:00 PM,14.13,119.64,1,2.5,060  km N 59° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 09:50 PM-10.2700-126.0300-2.7,25 March 2022 - 09:50 PM,10.27,126.03,13,2.7,028  km N 09° W of Burgos (Surigao Del Norte),March,2022
25 March 2022 - 09:33 PM-13.6600-120.9500-2.2,25 March 2022 - 09:33 PM,13.66,120.95,13,2.2,009  km S 07° E of Mabini (Batangas),March,2022
25 March 2022 - 09:12 PM-13.9000-119.3600-2.5,25 March 2022 - 09:12 PM,13.9,119.36,33,2.5,083  km N 87° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 09:03 PM-13.9600-119.3200-2.9,25 March 2022 - 09:03 PM,13.96,119.32,24,2.9,087  km N 83° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 08:57 PM-6.3600-126.9100-2.9,25 March 2022 - 08:57 PM,6.36,126.91,1,2.9,099  km S 71° E of Governor Generoso (Davao Oriental),March,2022
25 March 2022 - 08:42 PM-14.0400-119.4200-2.5,25 March 2022 - 08:42 PM,14.04,119.42,18,2.5,079  km N 75° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 07:53 PM-11.3200-125.5800-2.5,25 March 2022 - 07:53 PM,11.32,125.58,21,2.5,005  km S 46° W of Hernani (Eastern Samar),March,2022
25 March 2022 - 07:26 PM-14.1400-119.1900-2.2,25 March 2022 - 07:26 PM,14.14,119.19,47,2.2,106  km N 73° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 07:23 PM-13.6700-120.6400-2.1,25 March 2022 - 07:23 PM,13.67,120.64,110,2.1,018  km S 03° E of Calatagan (Batangas),March,2022
25 March 2022 - 06:58 PM-13.8800-119.7400-2.3,25 March 2022 - 06:58 PM,13.88,119.74,7,2.3,042  km N 87° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 06:18 PM-7.7800-122.4300-1.9,25 March 2022 - 06:18 PM,7.78,122.43,29,1.9,017  km S 89° W of Ipil (Zamboanga Sibugay),March,2022
25 March 2022 - 05:30 PM-14.1400-119.5400-2.8,25 March 2022 - 05:30 PM,14.14,119.54,1,2.8,071  km N 63° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 05:29 PM-13.9600-119.2700-2.0,25 March 2022 - 05:29 PM,13.96,119.27,31,2.0,093  km N 83° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 04:09 PM-14.0600-119.5000-2.9,25 March 2022 - 04:09 PM,14.06,119.5,3,2.9,071  km N 72° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 01:46 PM-8.1800-122.4600-3.1,25 March 2022 - 01:46 PM,8.18,122.46,1,3.1,022  km N 14° E of Gutalac (Zamboanga Del Norte),March,2022
25 March 2022 - 01:42 PM-7.8800-126.3600-2.4,25 March 2022 - 01:42 PM,7.88,126.36,72,2.4,018  km S 20° W of Lingig (Surigao Del Sur),March,2022
25 March 2022 - 10:56 AM-14.0900-119.2100-2.7,25 March 2022 - 10:56 AM,14.09,119.21,33,2.7,102  km N 75° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 10:44 AM-14.1500-119.1600-4.3,25 March 2022 - 10:44 AM,14.15,119.16,30,4.3,109  km N 73° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 10:20 AM-14.3600-119.1300-2.5,25 March 2022 - 10:20 AM,14.36,119.13,18,2.5,122  km N 66° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 08:59 AM-14.2000-119.1200-4.0,25 March 2022 - 08:59 AM,14.2,119.12,26,4.0,115  km N 71° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 08:22 AM-14.1600-119.1400-3.9,25 March 2022 - 08:22 AM,14.16,119.14,23,3.9,111  km N 73° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 08:15 AM-14.2500-119.2600-4.3,25 March 2022 - 08:15 AM,14.25,119.26,14,4.3,102  km N 65° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 07:36 AM-11.2500-125.8300-3.6,25 March 2022 - 07:36 AM,11.25,125.83,6,3.6,022  km N 58° E of Salcedo (Eastern Samar),March,2022
25 March 2022 - 07:15 AM-14.1600-119.2000-2.6,25 March 2022 - 07:15 AM,14.16,119.2,26,2.6,106  km N 71° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 06:41 AM-14.2500-119.1400-3.0,25 March 2022 - 06:41 AM,14.25,119.14,33,3.0,115  km N 68° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 06:37 AM-14.1400-119.0600-4.4,25 March 2022 - 06:37 AM,14.14,119.06,26,4.4,118  km N 75° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 06:32 AM-14.2500-119.5800-2.3,25 March 2022 - 06:32 AM,14.25,119.58,1,2.3,073  km N 54° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 06:29 AM-14.2400-119.1200-3.1,25 March 2022 - 06:29 AM,14.24,119.12,25,3.1,116  km N 69° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 05:41 AM-7.3300-126.6700-3.0,25 March 2022 - 05:41 AM,7.33,126.67,13,3.0,030  km S 23° E of Baganga (Davao Oriental),March,2022
25 March 2022 - 05:09 AM-14.2500-119.4000-3.6,25 March 2022 - 05:09 AM,14.25,119.4,15,3.6,087  km N 57° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 05:06 AM-14.1900-119.1500-4.5,25 March 2022 - 05:06 AM,14.19,119.15,26,4.5,111  km N 71° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 04:50 AM-14.1800-119.1400-4.8,25 March 2022 - 04:50 AM,14.18,119.14,25,4.8,112  km N 72° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 04:44 AM-10.9400-124.7700-2.5,25 March 2022 - 04:44 AM,10.94,124.77,1,2.5,014  km S 76° W of Burauen (Leyte),March,2022
25 March 2022 - 04:33 AM-14.2100-119.0400-4.4,25 March 2022 - 04:33 AM,14.21,119.04,22,4.4,123  km N 72° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 03:38 AM-13.8400-119.3800-2.9,25 March 2022 - 03:38 AM,13.84,119.38,30,2.9,080  km S 88° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 02:20 AM-14.1900-119.1100-2.3,25 March 2022 - 02:20 AM,14.19,119.11,29,2.3,115  km N 71° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 02:03 AM-14.2700-119.1200-2.3,25 March 2022 - 02:03 AM,14.27,119.12,29,2.3,118  km N 67° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 01:14 AM-14.2700-119.0900-3.7,25 March 2022 - 01:14 AM,14.27,119.09,19,3.7,120  km N 68° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 12:38 AM-14.2300-119.1500-2.5,25 March 2022 - 12:38 AM,14.23,119.15,22,2.5,113  km N 69° W of Lubang (Occidental Mindoro),March,2022
25 March 2022 - 12:27 AM-14.2300-119.0800-2.8,25 March 2022 - 12:27 AM,14.23,119.08,22,2.8,120  km N 70° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 11:52 PM-7.9600-126.7800-2.1,24 March 2022 - 11:52 PM,7.96,126.78,11,2.1,042  km S 77° E of Lingig (Surigao Del Sur),March,2022
24 March 2022 - 10:32 PM-8.5500-126.8400-2.5,24 March 2022 - 10:32 PM,8.55,126.84,33,2.5,058  km N 70° E of Hinatuan (Surigao Del Sur),March,2022
24 March 2022 - 10:22 PM-14.6100-118.8700-2.6,24 March 2022 - 10:22 PM,14.61,118.87,32,2.6,137  km S 74° W of San Antonio (Zambales),March,2022
24 March 2022 - 09:37 PM-10.9800-124.7800-2.7,24 March 2022 - 09:37 PM,10.98,124.78,1,2.7,012  km N 86° W of Burauen (Leyte),March,2022
24 March 2022 - 09:33 PM-10.9500-124.8100-2.5,24 March 2022 - 09:33 PM,10.95,124.81,3,2.5,010  km S 74° W of Burauen (Leyte),March,2022
24 March 2022 - 08:01 PM-9.1500-122.5600-4.5,24 March 2022 - 08:01 PM,9.15,122.56,8,4.5,030  km S 16° W of Basay (Negros Oriental),March,2022
24 March 2022 - 06:54 PM-14.1900-119.2100-2.5,24 March 2022 - 06:54 PM,14.19,119.21,29,2.5,107  km N 72° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 06:45 PM-14.2700-119.1400-2.8,24 March 2022 - 06:45 PM,14.27,119.14,27,2.8,116  km N 67° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 06:27 PM-14.1500-119.1600-2.3,24 March 2022 - 06:27 PM,14.15,119.16,29,2.3,109  km N 73° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 06:26 PM-7.0500-125.3000-2.7,24 March 2022 - 06:26 PM,7.05,125.3,4,2.7,020  km S 74° E of Magpet (Cotabato),March,2022
24 March 2022 - 05:37 PM-10.9300-124.8200-2.5,24 March 2022 - 05:37 PM,10.93,124.82,5,2.5,010  km S 62° W of Burauen (Leyte),March,2022
24 March 2022 - 04:58 PM-14.0600-119.6000-1.7,24 March 2022 - 04:58 PM,14.06,119.6,7,1.7,060  km N 69° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 03:25 PM-10.1300-126.2200-2.6,24 March 2022 - 03:25 PM,10.13,126.22,20,2.6,020  km N 52° E of Burgos (Surigao Del Norte),March,2022
24 March 2022 - 01:03 PM-9.9300-126.3300-3.9,24 March 2022 - 01:03 PM,9.93,126.33,4,3.9,025  km N 49° E of General Luna (Surigao Del Norte),March,2022
24 March 2022 - 01:03 PM-16.8500-120.2100-2.6,24 March 2022 - 01:03 PM,16.85,120.21,29,2.6,018  km West of Luna (La Union),March,2022
24 March 2022 - 09:55 AM-14.1300-119.2200-2.5,24 March 2022 - 09:55 AM,14.13,119.22,34,2.5,102  km N 73° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 09:49 AM-18.2100-120.9500-3.1,24 March 2022 - 09:49 AM,18.21,120.95,6,3.1,016  km N 60° E of Carasi (Ilocos Norte),March,2022
24 March 2022 - 09:35 AM-8.5300-125.9000-2.8,24 March 2022 - 09:35 AM,8.53,125.9,1,2.8,008  km S 10° W of Prosperidad (Agusan Del Sur),March,2022
24 March 2022 - 08:50 AM-14.0600-119.2500-1.8,24 March 2022 - 08:50 AM,14.06,119.25,45,1.8,096  km N 77° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 07:33 AM-14.0800-119.1600-3.7,24 March 2022 - 07:33 AM,14.08,119.16,30,3.7,107  km N 77° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 05:51 AM-14.2400-119.1200-2.6,24 March 2022 - 05:51 AM,14.24,119.12,32,2.6,116  km N 69° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 05:43 AM-14.2300-119.2000-2.3,24 March 2022 - 05:43 AM,14.23,119.2,27,2.3,108  km N 68° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 05:19 AM-11.2500-124.6100-2.0,24 March 2022 - 05:19 AM,11.25,124.61,5,2.0,006  km S 34° W of Capoocan (Leyte),March,2022
24 March 2022 - 05:14 AM-13.8400-120.4500-2.6,24 March 2022 - 05:14 AM,13.84,120.45,75,2.6,020  km N 86° W of Calatagan (Batangas),March,2022
24 March 2022 - 05:13 AM-9.2800-123.1500-3.5,24 March 2022 - 05:13 AM,9.28,123.15,6,3.5,011  km N 88° W of Valencia (Negros Oriental),March,2022
24 March 2022 - 04:55 AM-14.1800-119.6200-2.1,24 March 2022 - 04:55 AM,14.18,119.62,1,2.1,065  km N 57° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 04:34 AM-10.9300-124.8000-2.1,24 March 2022 - 04:34 AM,10.93,124.8,1,2.1,012  km S 66° W of Burauen (Leyte),March,2022
24 March 2022 - 04:07 AM-14.1100-119.1300-4.6,24 March 2022 - 04:07 AM,14.11,119.13,27,4.6,111  km N 75° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 03:41 AM-16.9400-120.4500-2.6,24 March 2022 - 03:41 AM,16.94,120.45,81,2.6,001  km N 12° E of Tagudin (Ilocos Sur),March,2022
24 March 2022 - 03:27 AM-7.5900-126.4000-2.4,24 March 2022 - 03:27 AM,7.59,126.4,15,2.4,023  km S 15° W of Cateel (Davao Oriental),March,2022
24 March 2022 - 03:18 AM-16.9300-120.2600-3.2,24 March 2022 - 03:18 AM,16.93,120.26,18,3.2,016  km N 56° W of Luna (La Union),March,2022
24 March 2022 - 03:11 AM-9.9300-125.4600-2.5,24 March 2022 - 03:11 AM,9.93,125.46,21,2.5,016  km S 80° W of Dinagat (Dinagat Islands),March,2022
24 March 2022 - 03:11 AM-17.7500-121.0300-2.2,24 March 2022 - 03:11 AM,17.75,121.03,14,2.2,013  km N 43° E of Lacub (Abra),March,2022
24 March 2022 - 02:43 AM-19.3500-122.0000-3.1,24 March 2022 - 02:43 AM,19.35,122.0,22,3.1,051  km N 16° E of Camiguin Island (Calayan) (Cagayan),March,2022
24 March 2022 - 02:20 AM-11.8700-124.1400-2.4,24 March 2022 - 02:20 AM,11.87,124.14,7,2.4,016  km S 72° W of Almagro (Samar),March,2022
24 March 2022 - 01:50 AM-18.0200-120.7700-2.9,24 March 2022 - 01:50 AM,18.02,120.77,12,2.9,008  km S 05° W of Solsona (Ilocos Norte),March,2022
24 March 2022 - 01:21 AM-13.9900-119.3600-2.4,24 March 2022 - 01:21 AM,13.99,119.36,3,2.4,084  km N 80° W of Lubang (Occidental Mindoro),March,2022
24 March 2022 - 01:02 AM-7.8200-126.1400-2.8,24 March 2022 - 01:02 AM,7.82,126.14,1,2.8,018  km N 19° E of Compostela (Davao De Oro),March,2022
24 March 2022 - 12:39 AM-5.5100-126.0900-3.4,24 March 2022 - 12:39 AM,5.51,126.09,145,3.4,066  km S 48° E of Jose Abad Santos (Davao Occidental),March,2022
24 March 2022 - 12:30 AM-6.5300-124.1400-2.8,24 March 2022 - 12:30 AM,6.53,124.14,1,2.8,014  km S 36° E of Lebak (Sultan Kudarat),March,2022
24 March 2022 - 12:13 AM-11.2100-124.7200-2.0,24 March 2022 - 12:13 AM,11.21,124.72,34,2.0,005  km S 38° W of Tunga (Leyte),March,2022
24 March 2022 - 12:02 AM-14.1400-119.0900-2.2,24 March 2022 - 12:02 AM,14.14,119.09,37,2.2,116  km N 74° W of Lubang (Occidental Mindoro),March,2022
23 March 2022 - 11:58 PM-18.9900-121.9700-1.8,23 March 2022 - 11:58 PM,18.99,121.97,17,1.8,014  km N 51° E of Camiguin Island (Calayan) (Cagayan),March,2022
23 March 2022 - 11:17 PM-8.0800-126.7800-2.4,23 March 2022 - 11:17 PM,8.08,126.78,12,2.4,040  km N 83° E of Lingig (Surigao Del Sur),March,2022
23 March 2022 - 11:08 PM-7.6700-124.6400-2.4,23 March 2022 - 11:08 PM,7.67,124.64,9,2.4,010  km N 68° W of Wao (Lanao Del Sur),March,2022
23 March 2022 - 10:37 PM-5.7800-126.1600-2.5,23 March 2022 - 10:37 PM,5.78,126.16,69,2.5,069  km S 49° E of Don Marcelino (Davao Occidental),March,2022
23 March 2022 - 08:27 PM-13.6100-121.4800-2.6,23 March 2022 - 08:27 PM,13.61,121.48,9,2.6,025  km S 21° E of San Juan (Batangas),March,2022
23 March 2022 - 08:21 PM-7.8500-125.5700-2.1,23 March 2022 - 08:21 PM,7.85,125.57,105,2.1,025  km N 83° W of Laak (Davao De Oro),March,2022
23 March 2022 - 08:09 PM-19.0300-121.9900-3.0,23 March 2022 - 08:09 PM,19.03,121.99,4,3.0,019  km N 46° E of Camiguin Island (Calayan) (Cagayan),March,2022
23 March 2022 - 08:02 PM-19.1900-122.1900-5.1,23 March 2022 - 08:02 PM,19.19,122.19,20,5.1,046  km N 48° E of Camiguin Island (Calayan) (Cagayan),March,2022
23 March 2022 - 08:01 PM-14.1400-119.8500-2.5,23 March 2022 - 08:01 PM,14.14,119.85,4,2.5,042  km N 43° W of Lubang (Occidental Mindoro),March,2022
23 March 2022 - 07:54 PM-14.1700-119.6200-2.3,23 March 2022 - 07:54 PM,14.17,119.62,16,2.3,070  km N 76° W of Lubang (Occidental Mindoro),March,2022
23 March 2022 - 07:51 PM-14.0900-119.2500-2.5,23 March 2022 - 07:51 PM,14.09,119.25,29,2.5,098  km N 75° W of Lubang (Occidental Mindoro),March,2022
23 March 2022 - 07:43 PM-13.6400-120.6000-2.0,23 March 2022 - 07:43 PM,13.64,120.6,100,2.0,022  km S 10° W of Calatagan (Batangas),March,2022
